symbol,open,high,low,close,volume,year,month,day
CRYPTO:ADAUSD,1.307929,1.379909,1.305545,1.379359,0.0,2022,1,1
CRYPTO:ADAUSD,1.3794,1.39095,1.341385,1.377851,0.0,2022,1,2
CRYPTO:ADAUSD,1.37709,1.377465,1.311244,1.318867,0.0,2022,1,3
CRYPTO:ADAUSD,1.318792,1.351275,1.295066,1.309013,0.0,2022,1,4
CRYPTO:ADAUSD,1.309788,1.351533,1.194385,1.229668,0.0,2022,1,5
CRYPTO:ADAUSD,1.230313,1.29631,1.186779,1.280464,0.0,2022,1,6
CRYPTO:ADAUSD,1.279958,1.284938,1.189754,1.208317,0.0,2022,1,7
CRYPTO:ADAUSD,1.209716,1.253788,1.126359,1.18175,0.0,2022,1,8
CRYPTO:ADAUSD,1.182154,1.206308,1.14805,1.170145,0.0,2022,1,9
CRYPTO:ADAUSD,1.170308,1.180752,1.070967,1.123496,0.0,2022,1,10
CRYPTO:ADAUSD,1.123237,1.195396,1.122257,1.187925,0.0,2022,1,11
CRYPTO:ADAUSD,1.187196,1.31379,1.186968,1.312965,0.0,2022,1,12
CRYPTO:ADAUSD,1.312703,1.354196,1.227486,1.232513,0.0,2022,1,13
CRYPTO:ADAUSD,1.232368,1.309097,1.221371,1.29314,0.0,2022,1,14
CRYPTO:ADAUSD,1.292685,1.318244,1.251964,1.2924,0.0,2022,1,15
CRYPTO:ADAUSD,1.292434,1.422993,1.287465,1.411509,0.0,2022,1,16
CRYPTO:ADAUSD,1.412202,1.606047,1.387404,1.602459,0.0,2022,1,17
CRYPTO:ADAUSD,1.602957,1.63876,1.411789,1.458715,0.0,2022,1,18
CRYPTO:ADAUSD,1.459064,1.534165,1.326487,1.336983,0.0,2022,1,19
CRYPTO:ADAUSD,1.337058,1.427619,1.250626,1.259548,0.0,2022,1,20
CRYPTO:ADAUSD,1.2587,1.284,1.101668,1.120991,0.0,2022,1,21
CRYPTO:ADAUSD,1.12121,1.155022,0.925761,1.071208,0.0,2022,1,22
CRYPTO:ADAUSD,1.071288,1.169988,1.051665,1.125155,0.0,2022,1,23
CRYPTO:ADAUSD,1.125073,1.125148,0.952388,1.066728,0.0,2022,1,24
CRYPTO:ADAUSD,1.066056,1.07512,0.992466,1.04281,0.0,2022,1,25
CRYPTO:ADAUSD,1.043074,1.156307,1.023317,1.077916,0.0,2022,1,26
CRYPTO:ADAUSD,1.078184,1.080174,1.004736,1.042894,0.0,2022,1,27
CRYPTO:ADAUSD,1.042976,1.059634,1.0094,1.048971,0.0,2022,1,28
CRYPTO:ADAUSD,1.048605,1.083644,1.038827,1.059931,0.0,2022,1,29
CRYPTO:ADAUSD,1.060373,1.077605,1.025118,1.035787,0.0,2022,1,30
CRYPTO:ADAUSD,1.0361,1.059403,1.00975,1.052303,0.0,2022,1,31
CRYPTO:ADAUSD,1.05243,1.096617,1.034962,1.096292,0.0,2022,2,1
CRYPTO:ADAUSD,1.096592,1.10259,1.02326,1.027402,0.0,2022,2,2
CRYPTO:ADAUSD,1.027339,1.061744,1.016144,1.060897,0.0,2022,2,3
CRYPTO:ADAUSD,1.060397,1.139645,1.046419,1.13932,0.0,2022,2,4
CRYPTO:ADAUSD,1.139563,1.178323,1.097314,1.125865,0.0,2022,2,5
CRYPTO:ADAUSD,1.126164,1.150506,1.099109,1.14343,0.0,2022,2,6
CRYPTO:ADAUSD,1.143405,1.209344,1.126798,1.19909,0.0,2022,2,7
CRYPTO:ADAUSD,1.199241,1.263767,1.136176,1.176385,0.0,2022,2,8
CRYPTO:ADAUSD,1.176982,1.215583,1.152936,1.195204,0.0,2022,2,9
CRYPTO:ADAUSD,1.194835,1.225205,1.145783,1.153195,0.0,2022,2,10
CRYPTO:ADAUSD,1.152264,1.16408,1.0707,1.083009,0.0,2022,2,11
CRYPTO:ADAUSD,1.082581,1.095435,1.033753,1.062106,0.0,2022,2,12
CRYPTO:ADAUSD,1.062281,1.076359,1.032902,1.042838,0.0,2022,2,13
CRYPTO:ADAUSD,1.042932,1.054067,1.018288,1.050092,0.0,2022,2,14
CRYPTO:ADAUSD,1.050407,1.115311,1.049907,1.108192,0.0,2022,2,15
CRYPTO:ADAUSD,1.107894,1.11175,1.066811,1.08311,0.0,2022,2,16
CRYPTO:ADAUSD,1.083266,1.093735,1.009859,1.021145,0.0,2022,2,17
CRYPTO:ADAUSD,1.020416,1.042421,0.984879,0.995973,0.0,2022,2,18
CRYPTO:ADAUSD,0.995849,1.019107,0.974163,0.997011,0.0,2022,2,19
