symbol,open,high,low,close,volume,year,month,day
CRYPTO:BTCUSD,46202.77,47952.97,46201.22,47748.78,0.0,2022,1,1
CRYPTO:BTCUSD,47738.82,47981.62,46675.03,47317.13,0.0,2022,1,2
CRYPTO:BTCUSD,47300.8,47577.04,45702.55,46449.55,0.0,2022,1,3
CRYPTO:BTCUSD,46459.59,47518.14,45537.8,45831.42,0.0,2022,1,4
CRYPTO:BTCUSD,45832.38,46905.99,42479.65,43429.74,0.0,2022,1,5
CRYPTO:BTCUSD,43437.31,43774.67,42424.33,43102.27,0.0,2022,1,6
CRYPTO:BTCUSD,43099.92,43136.9,40630.01,41545.24,0.0,2022,1,7
CRYPTO:BTCUSD,41557.72,42312.65,40528.45,41691.12,0.0,2022,1,8
CRYPTO:BTCUSD,41691.19,42799.22,41218.37,41868.49,0.0,2022,1,9
CRYPTO:BTCUSD,41866.9,42246.94,39656.48,41842.27,0.0,2022,1,10
CRYPTO:BTCUSD,41840.1,43132.19,41291.06,42742.74,0.0,2022,1,11
CRYPTO:BTCUSD,42743.8,44341.98,42472.96,43928.88,0.0,2022,1,12
CRYPTO:BTCUSD,43928.66,44443.4,42331.18,42568.64,0.0,2022,1,13
CRYPTO:BTCUSD,42571.04,43469.64,41781.01,43091.7,0.0,2022,1,14
CRYPTO:BTCUSD,43089.85,43812.31,42553.69,43101.0,0.0,2022,1,15
CRYPTO:BTCUSD,43098.73,43489.16,42606.67,43171.39,0.0,2022,1,16
CRYPTO:BTCUSD,43174.04,43248.48,42022.19,42520.05,0.0,2022,1,17
CRYPTO:BTCUSD,42517.74,42857.21,41807.58,42622.29,0.0,2022,1,18
CRYPTO:BTCUSD,42624.98,42780.97,41697.31,42100.67,0.0,2022,1,19
CRYPTO:BTCUSD,42117.44,43476.37,41263.84,41363.23,0.0,2022,1,20
CRYPTO:BTCUSD,41347.9,41685.73,37403.43,38194.95,0.0,2022,1,21
CRYPTO:BTCUSD,38182.12,38465.07,36346.07,37146.04,0.0,2022,1,22
CRYPTO:BTCUSD,37152.38,38244.12,36805.48,38053.15,0.0,2022,1,23
CRYPTO:BTCUSD,38046.45,39003.69,35545.79,38369.21,0.0,2022,1,24
CRYPTO:BTCUSD,38371.72,39017.19,37621.54,38575.68,0.0,2022,1,25
CRYPTO:BTCUSD,38589.9,39732.91,36325.48,38464.14,0.0,2022,1,26
CRYPTO:BTCUSD,36834.78,38676.07,35534.99,37201.76,0.0,2022,1,27
CRYPTO:BTCUSD,37176.88,38016.6,36164.57,37743.16,0.0,2022,1,28
CRYPTO:BTCUSD,37729.26,38733.95,37309.76,38180.96,0.0,2022,1,29
CRYPTO:BTCUSD,38185.36,38370.82,37376.73,37923.56,0.0,2022,1,30
CRYPTO:BTCUSD,37913.28,38769.01,36655.99,38498.99,0.0,2022,1,31
CRYPTO:BTCUSD,38497.02,39288.75,38035.6,38723.35,0.0,2022,2,1
CRYPTO:BTCUSD,38739.08,38882.68,36606.38,36914.92,0.0,2022,2,2
CRYPTO:BTCUSD,36921.39,37390.62,36267.05,37322.6,0.0,2022,2,3
CRYPTO:BTCUSD,37325.51,41775.21,37060.28,41595.79,0.0,2022,2,4
CRYPTO:BTCUSD,41609.07,41969.0,40946.39,41418.02,0.0,2022,2,5
CRYPTO:BTCUSD,41422.08,42703.12,41128.25,42417.63,0.0,2022,2,6
CRYPTO:BTCUSD,42419.63,44525.24,41690.24,43869.2,0.0,2022,2,7
CRYPTO:BTCUSD,43879.07,45515.27,42694.13,44082.62,0.0,2022,2,8
CRYPTO:BTCUSD,44089.95,44852.98,43172.95,44420.56,0.0,2022,2,9
CRYPTO:BTCUSD,44416.64,45866.71,43219.87,43528.61,0.0,2022,2,10
CRYPTO:BTCUSD,43533.39,43970.62,41991.42,42397.41,0.0,2022,2,11
CRYPTO:BTCUSD,42394.52,43042.09,41756.92,42242.26,0.0,2022,2,12
CRYPTO:BTCUSD,42239.14,42773.05,41889.54,42073.76,0.0,2022,2,13
CRYPTO:BTCUSD,42074.56,42863.26,41576.16,42550.24,0.0,2022,2,14
CRYPTO:BTCUSD,42560.06,44776.31,42457.81,44573.39,0.0,2022,2,15
CRYPTO:BTCUSD,44574.41,44579.93,43331.68,43888.51,0.0,2022,2,16
CRYPTO:BTCUSD,43894.58,44191.7,40091.38,40546.12,0.0,2022,2,17
CRYPTO:BTCUSD,40538.77,40977.97,39436.35,39993.25,0.0,2022,2,18
CRYPTO:BTCUSD,39996.5,40462.57,39655.89,40104.1,0.0,2022,2,19
CRYPTO:BTCUSD,40101.21,40144.23,37994.3,38386.55,0.0,2022,2,20
CRYPTO:BTCUSD,38391.53,39495.19,36814.31,37032.64,0.0,2022,2,21
CRYPTO:BTCUSD,37026.12,38444.67,36363.75,38259.84,0.0,2022,2,22
CRYPTO:BTCUSD,38260.84,39282.1,37072.25,37261.73,0.0,2022,2,23
CRYPTO:BTCUSD,37262.01,39729.11,34329.29,38353.01,0.0,2022,2,24
CRYPTO:BTCUSD,38351.44,39710.99,38027.76,39232.14,0.0,2022,2,25
CRYPTO:BTCUSD,39232.39,40308.98,38599.38,39133.73,0.0,2022,2,26
CRYPTO:BTCUSD,39139.87,39879.78,37017.28,37711.29,0.0,2022,2,27
CRYPTO:BTCUSD,37712.31,44236.02,37461.68,43188.92,0.0,2022,2,28
