symbol,open,high,low,close,volume,year,month,day
CRYPTO:SOLUSD,188.98,194.89,187.63,193.88,0.0,2025,1,1
CRYPTO:SOLUSD,193.88,209.98,193.07,207.86,0.0,2025,1,2
CRYPTO:SOLUSD,207.86,219.55,205.47,217.77,0.0,2025,1,3
CRYPTO:SOLUSD,217.77,217.95,213.48,216.55,0.0,2025,1,4
CRYPTO:SOLUSD,216.55,218.98,211.51,213.34,0.0,2025,1,5
CRYPTO:SOLUSD,213.34,223.09,211.54,218.18,0.0,2025,1,6
CRYPTO:SOLUSD,218.19,219.17,201.92,202.23,0.0,2025,1,7
CRYPTO:SOLUSD,202.23,203.22,188.39,197.52,0.0,2025,1,8
CRYPTO:SOLUSD,197.52,198.98,182.05,184.95,0.0,2025,1,9
CRYPTO:SOLUSD,184.96,192.99,183.61,187.68,0.0,2025,1,10
CRYPTO:SOLUSD,187.68,191.83,184.08,188.02,0.0,2025,1,11
CRYPTO:SOLUSD,188.03,190.9,185.13,188.43,0.0,2025,1,12
CRYPTO:SOLUSD,188.43,191.81,169.2,182.76,0.0,2025,1,13
CRYPTO:SOLUSD,182.76,190.01,181.84,187.48,0.0,2025,1,14
CRYPTO:SOLUSD,187.48,205.95,185.82,205.79,0.0,2025,1,15
CRYPTO:SOLUSD,205.79,217.09,198.52,211.12,0.0,2025,1,16
CRYPTO:SOLUSD,211.12,222.0,209.84,219.46,0.0,2025,1,17
CRYPTO:SOLUSD,219.46,270.42,217.4,262.03,0.0,2025,1,18
CRYPTO:SOLUSD,262.03,295.11,238.1,252.17,0.0,2025,1,19
CRYPTO:SOLUSD,252.17,272.81,229.6,241.8,0.0,2025,1,20
CRYPTO:SOLUSD,241.8,259.7,230.18,250.05,0.0,2025,1,21
CRYPTO:SOLUSD,250.05,271.97,248.51,257.44,0.0,2025,1,22
CRYPTO:SOLUSD,257.44,258.23,242.14,252.99,0.0,2025,1,23
CRYPTO:SOLUSD,253.0,270.07,247.3,253.4,0.0,2025,1,24
CRYPTO:SOLUSD,253.4,260.72,246.36,256.37,0.0,2025,1,25
CRYPTO:SOLUSD,256.37,259.9,240.35,240.55,0.0,2025,1,26
CRYPTO:SOLUSD,240.56,242.5,221.05,234.84,0.0,2025,1,27
CRYPTO:SOLUSD,234.84,243.87,225.1,227.04,0.0,2025,1,28
CRYPTO:SOLUSD,227.04,235.69,222.59,226.46,0.0,2025,1,29
