symbol,open,high,low,close,volume,year,month,day
CRYPTO:XRPUSD,2.0798,2.3491,2.0772,2.3278,0.0,2025,1,1
CRYPTO:XRPUSD,2.3278,2.446,2.3257,2.3976,0.0,2025,1,2
CRYPTO:XRPUSD,2.3976,2.4762,2.3948,2.4519,0.0,2025,1,3
CRYPTO:XRPUSD,2.4518,2.5068,2.401,2.4189,0.0,2025,1,4
CRYPTO:XRPUSD,2.4189,2.4276,2.329,2.3987,0.0,2025,1,5
CRYPTO:XRPUSD,2.3987,2.4572,2.3682,2.4192,0.0,2025,1,6
CRYPTO:XRPUSD,2.4192,2.4677,2.2599,2.272,0.0,2025,1,7
CRYPTO:XRPUSD,2.272,2.3971,2.2009,2.373,0.0,2025,1,8
CRYPTO:XRPUSD,2.373,2.3941,2.2351,2.272,0.0,2025,1,9
CRYPTO:XRPUSD,2.272,2.3693,2.2476,2.3415,0.0,2025,1,10
CRYPTO:XRPUSD,2.3415,2.6006,2.3249,2.576,0.0,2025,1,11
CRYPTO:XRPUSD,2.576,2.5814,2.47,2.5035,0.0,2025,1,12
CRYPTO:XRPUSD,2.5034,2.5615,2.3325,2.5222,0.0,2025,1,13
CRYPTO:XRPUSD,2.5222,2.6963,2.5127,2.667,0.0,2025,1,14
CRYPTO:XRPUSD,2.667,3.1986,2.6496,3.1424,0.0,2025,1,15
CRYPTO:XRPUSD,3.1426,3.3991,2.9288,3.2425,0.0,2025,1,16
CRYPTO:XRPUSD,3.2427,3.3526,3.178,3.2912,0.0,2025,1,17
CRYPTO:XRPUSD,3.2911,3.2989,3.0619,3.2705,0.0,2025,1,18
CRYPTO:XRPUSD,3.2706,3.2887,2.842,2.9546,0.0,2025,1,19
CRYPTO:XRPUSD,2.9546,3.363,2.9097,3.1009,0.0,2025,1,20
CRYPTO:XRPUSD,3.101,3.2358,3.0123,3.1702,0.0,2025,1,21
CRYPTO:XRPUSD,3.1702,3.2845,3.1347,3.1802,0.0,2025,1,22
CRYPTO:XRPUSD,3.1801,3.1812,3.0372,3.1179,0.0,2025,1,23
CRYPTO:XRPUSD,3.1179,3.2035,3.0558,3.1015,0.0,2025,1,24
CRYPTO:XRPUSD,3.1015,3.1439,3.0788,3.1078,0.0,2025,1,25
CRYPTO:XRPUSD,3.1078,3.1433,3.0126,3.0229,0.0,2025,1,26
CRYPTO:XRPUSD,3.023,3.0568,2.6667,3.0537,0.0,2025,1,27
CRYPTO:XRPUSD,3.0538,3.2124,3.0065,3.0575,0.0,2025,1,28
CRYPTO:XRPUSD,3.0575,3.1256,2.9684,3.0189,0.0,2025,1,29
