symbol,open,high,low,close,volume,year,month,day
CRYPTO:AAVEUSD,196.74265241,199.501624,154.67327507,160.2438606,0.0,2021,1,21
CRYPTO:AAVEUSD,160.12564868,200.00379968,146.99132107,189.82616666,0.0,2021,1,22
CRYPTO:AAVEUSD,189.81393547,221.27908439,185.55671056,213.83359158,0.0,2021,1,23
CRYPTO:AAVEUSD,213.31213112,289.67080933,211.80782045,264.59253594,0.0,2021,1,24
CRYPTO:AAVEUSD,264.67947255,283.2140592,238.21611323,247.74822873,0.0,2021,1,25
CRYPTO:AAVEUSD,247.66011434,288.32916784,240.21056213,277.30457106,0.0,2021,1,26
CRYPTO:AAVEUSD,277.54908889,299.22793937,254.9153735,286.74843016,0.0,2021,1,27
CRYPTO:AAVEUSD,286.66642284,309.89057793,275.25186738,298.50335075,0.0,2021,1,28
CRYPTO:AAVEUSD,298.17818415,309.71228583,269.75287316,288.03846834,0.0,2021,1,29
CRYPTO:AAVEUSD,288.08191668,323.64593194,271.90557776,315.72400744,0.0,2021,1,30
CRYPTO:AAVEUSD,315.54961284,319.83201534,292.04783678,300.43559019,0.0,2021,1,31
CRYPTO:AAVEUSD,300.34332098,307.89995144,283.42677843,295.77750868,0.0,2021,2,1
CRYPTO:AAVEUSD,295.42741096,307.95800899,285.1715691,303.18600595,0.0,2021,2,2
CRYPTO:AAVEUSD,303.30623952,389.46595772,300.36061681,385.2556547,0.0,2021,2,3
CRYPTO:AAVEUSD,385.32416765,522.16565961,385.1236848,467.67096152,0.0,2021,2,4
CRYPTO:AAVEUSD,467.25819329,544.29821193,464.79601868,505.80617083,0.0,2021,2,5
CRYPTO:AAVEUSD,505.41750546,510.82598099,427.81360787,474.77165967,0.0,2021,2,6
CRYPTO:AAVEUSD,474.98718991,484.26213245,392.94878513,473.38031403,0.0,2021,2,7
CRYPTO:AAVEUSD,473.60000992,532.22394671,463.84016516,490.12822222,0.0,2021,2,8
CRYPTO:AAVEUSD,489.41654045,513.24173148,471.44153456,489.02565274,0.0,2021,2,9
CRYPTO:AAVEUSD,489.78491737,583.5762765,487.24532541,523.05489848,0.0,2021,2,10
CRYPTO:AAVEUSD,523.79079404,542.4681738,507.18135696,518.50312766,0.0,2021,2,11
CRYPTO:AAVEUSD,517.38468695,545.45213071,498.82614732,529.51289018,0.0,2021,2,12
CRYPTO:AAVEUSD,530.15267242,545.64658687,485.36109164,495.73424064,0.0,2021,2,13
CRYPTO:AAVEUSD,495.34759946,510.44604345,460.40769134,468.55147305,0.0,2021,2,14
CRYPTO:AAVEUSD,469.10957445,497.67265584,385.77754246,455.39012375,0.0,2021,2,15
CRYPTO:AAVEUSD,456.33673488,478.89083772,421.64951342,432.823842,0.0,2021,2,16
CRYPTO:AAVEUSD,432.42193719,469.44723091,399.43568475,451.45393103,0.0,2021,2,17
CRYPTO:AAVEUSD,452.21684209,479.52935368,434.51585488,441.93574427,0.0,2021,2,18
CRYPTO:AAVEUSD,442.01509118,448.47558139,405.02222338,419.66986443,0.0,2021,2,19
CRYPTO:AAVEUSD,420.22433116,498.93386516,406.33041748,441.40071293,0.0,2021,2,20
CRYPTO:AAVEUSD,441.23855454,455.13439444,423.92360588,437.85937664,0.0,2021,2,21
