symbol,open,high,low,close,volume,year,month,day
CRYPTO:DOGEUSD,0.00906,0.00916,0.008,0.00813,0.0,2021,1,21
CRYPTO:DOGEUSD,0.00813,0.00887,0.0076,0.0085,0.0,2021,1,22
CRYPTO:DOGEUSD,0.0085,0.0089,0.00813,0.00857,0.0,2021,1,23
CRYPTO:DOGEUSD,0.00857,0.00894,0.00856,0.00865,0.0,2021,1,24
CRYPTO:DOGEUSD,0.00865,0.00895,0.00806,0.00846,0.0,2021,1,25
CRYPTO:DOGEUSD,0.00846,0.00858,0.00799,0.00818,0.0,2021,1,26
CRYPTO:DOGEUSD,0.00818,0.00825,0.0073,0.0075,0.0,2021,1,27
CRYPTO:DOGEUSD,0.0075,0.03332,0.0074,0.033,0.0,2021,1,28
CRYPTO:DOGEUSD,0.033,0.0736,0.022,0.0461,0.0,2021,1,29
CRYPTO:DOGEUSD,0.04609,0.0507,0.02212,0.02787,0.0,2021,1,30
CRYPTO:DOGEUSD,0.02787,0.0485,0.02674,0.03707,0.0,2021,1,31
CRYPTO:DOGEUSD,0.03747,0.0437,0.03205,0.03484,0.0,2021,2,1
CRYPTO:DOGEUSD,0.03484,0.03507,0.029,0.03151,0.0,2021,2,2
CRYPTO:DOGEUSD,0.03151,0.04,0.031,0.03722,0.0,2021,2,3
CRYPTO:DOGEUSD,0.03723,0.0599,0.0358,0.053,0.0,2021,2,4
CRYPTO:DOGEUSD,0.053,0.054,0.0427,0.0468,0.0,2021,2,5
CRYPTO:DOGEUSD,0.0468,0.05888,0.0445,0.05786,0.0,2021,2,6
CRYPTO:DOGEUSD,0.05786,0.0888,0.053,0.07831,0.0,2021,2,7
CRYPTO:DOGEUSD,0.07802,0.08669,0.0624,0.07868,0.0,2021,2,8
CRYPTO:DOGEUSD,0.07868,0.08354,0.0625,0.07004,0.0,2021,2,9
CRYPTO:DOGEUSD,0.07004,0.08116,0.06711,0.07255,0.0,2021,2,10
CRYPTO:DOGEUSD,0.07255,0.07585,0.0678,0.06975,0.0,2021,2,11
CRYPTO:DOGEUSD,0.06975,0.07305,0.06098,0.07031,0.0,2021,2,12
CRYPTO:DOGEUSD,0.07023,0.07199,0.06586,0.06651,0.0,2021,2,13
CRYPTO:DOGEUSD,0.06627,0.06689,0.05548,0.06275,0.0,2021,2,14
CRYPTO:DOGEUSD,0.06275,0.064,0.0475,0.05699,0.0,2021,2,15
CRYPTO:DOGEUSD,0.05705,0.05999,0.0505,0.05391,0.0,2021,2,16
CRYPTO:DOGEUSD,0.05362,0.05505,0.04798,0.04949,0.0,2021,2,17
CRYPTO:DOGEUSD,0.04949,0.06498,0.04863,0.05899,0.0,2021,2,18
CRYPTO:DOGEUSD,0.05915,0.06055,0.05399,0.05499,0.0,2021,2,19
CRYPTO:DOGEUSD,0.05529,0.0606,0.05112,0.05441,0.0,2021,2,20
CRYPTO:DOGEUSD,0.05395,0.05955,0.05332,0.05618,0.0,2021,2,21
CRYPTO:DOGEUSD,0.05634,0.06065,0.04666,0.05349,0.0,2021,2,22
CRYPTO:DOGEUSD,0.05369,0.05369,0.04152,0.0477,0.0,2021,2,23
CRYPTO:DOGEUSD,0.0477,0.06057,0.046,0.05666,0.0,2021,2,24
CRYPTO:DOGEUSD,0.05689,0.05797,0.04959,0.05015,0.0,2021,2,25
CRYPTO:DOGEUSD,0.05015,0.05249,0.0485,0.05056,0.0,2021,2,26
CRYPTO:DOGEUSD,0.05057,0.05191,0.04921,0.05028,0.0,2021,2,27
CRYPTO:DOGEUSD,0.05026,0.05033,0.0449,0.04795,0.0,2021,2,28
CRYPTO:DOGEUSD,0.04795,0.0525,0.04795,0.0507,0.0,2021,3,1
CRYPTO:DOGEUSD,0.0507,0.05249,0.04926,0.05054,0.0,2021,3,2
CRYPTO:DOGEUSD,0.05054,0.05214,0.05,0.05046,0.0,2021,3,3
